facility_key,facility_name,source_facility_id,care_category,program_type,county,address,city,state,zip,phone,fax,capacity,licensee,administrator,facility_status,license_first_date,closed_date,regional_office,source_file_date,is_active,latitude,longitude,distance_miles_from_center,source_id,source_name,source_url,source_owner,source_detail
"cms-nursing-home-provider-info:195505","Mid City Community Nursing and Rehab","195505","skilled_nursing","Medicare and Medicaid","E. BATON ROUGE","4005 North Blvd.","BATON ROUGE","LA","70806","2259237280","","184","4005 BR SNF, LLC","","ACTIVE","2000-10-31","","","2026-07-01","true","30.4484","-91.148","","cms-nursing-home-provider-info","CMS Nursing Home Provider Information","https://data.cms.gov/provider-data/dataset/4pq5-n9py","Centers for Medicare & Medicaid Services","{""ownership_type"":""For profit - Corporation"",""average_residents_per_day"":113,""continuing_care_retirement_community"":""N"",""special_focus_status"":"""",""abuse_icon"":""N"",""overall_rating"":4,""health_inspection_rating"":4,""qm_rating"":2,""longstay_qm_rating"":4,""shortstay_qm_rating"":1,""staffing_rating"":2,""chain_name"":""THE CARPENTER HEALTH NETWORK"",""chain_id"":""890"",""total_number_of_penalties"":3,""geocoding_footnote"":""""}"
"cms-nursing-home-provider-info:195571","OLD JEFFERSON COMMUNITY CARE CENTER","195571","skilled_nursing","Medicare and Medicaid","E. BATON ROUGE","8340 BARINGER FOREMAN ROAD.","BATON ROUGE","LA","70817","2257533203","","136","COMMCARE CORPORATION","","ACTIVE","2003-02-01","","","2026-07-01","true","30.385","-90.996","","cms-nursing-home-provider-info","CMS Nursing Home Provider Information","https://data.cms.gov/provider-data/dataset/4pq5-n9py","Centers for Medicare & Medicaid Services","{""ownership_type"":""Non profit - Corporation"",""average_residents_per_day"":120.1,""continuing_care_retirement_community"":""N"",""special_focus_status"":"""",""abuse_icon"":""N"",""overall_rating"":5,""health_inspection_rating"":5,""qm_rating"":4,""longstay_qm_rating"":4,""shortstay_qm_rating"":4,""staffing_rating"":3,""chain_name"":""COMMCARE CORPORATION"",""chain_id"":""150"",""total_number_of_penalties"":0,""geocoding_footnote"":""22""}"
"cms-nursing-home-provider-info:195566","OLLIE STEELE BURDEN MANOR","195566","skilled_nursing","Medicare","E. BATON ROUGE","4250 ESSEN LANE","BATON ROUGE","LA","70809","2259260091","","174","OLLIE STEELE BURDEN MANOR INC","","ACTIVE","2003-05-16","","","2026-07-01","true","30.4067","-91.102","","cms-nursing-home-provider-info","CMS Nursing Home Provider Information","https://data.cms.gov/provider-data/dataset/4pq5-n9py","Centers for Medicare & Medicaid Services","{""ownership_type"":""Non profit - Church related"",""average_residents_per_day"":61.3,""continuing_care_retirement_community"":""N"",""special_focus_status"":"""",""abuse_icon"":""N"",""overall_rating"":2,""health_inspection_rating"":3,""qm_rating"":1,""longstay_qm_rating"":1,""shortstay_qm_rating"":2,""staffing_rating"":3,""chain_name"":"""",""chain_id"":"""",""total_number_of_penalties"":0,""geocoding_footnote"":""""}"
"cms-nursing-home-provider-info:195512","Pines Retirement Center of Baton Rouge","195512","skilled_nursing","Medicare and Medicaid","E. BATON ROUGE","14686 OLD HAMMOND HWY.","BATON ROUGE","LA","70816","2252729339","","85","LA OLD HAMMOND HWY, LLC","","ACTIVE","2000-12-15","","","2026-07-01","true","30.4526","-91.023","","cms-nursing-home-provider-info","CMS Nursing Home Provider Information","https://data.cms.gov/provider-data/dataset/4pq5-n9py","Centers for Medicare & Medicaid Services","{""ownership_type"":""For profit - Limited Liability company"",""average_residents_per_day"":56.9,""continuing_care_retirement_community"":""N"",""special_focus_status"":"""",""abuse_icon"":""N"",""overall_rating"":1,""health_inspection_rating"":1,""qm_rating"":2,""longstay_qm_rating"":3,""shortstay_qm_rating"":1,""staffing_rating"":2,""chain_name"":""ARK POST ACUTE NETWORK"",""chain_id"":""827"",""total_number_of_penalties"":1,""geocoding_footnote"":""""}"
"cms-nursing-home-provider-info:195621","SAGE REHABILITATION HOSPITAL SNF","195621","skilled_nursing","Medicare","E. BATON ROUGE","8000 SUMMA AVENUE","BATON ROUGE","LA","70809","2258190703","","25","CARE PLAN OVERSIGHT LLC","","ACTIVE","2006-07-18","","","2026-07-01","true","30.4006","-91.103","","cms-nursing-home-provider-info","CMS Nursing Home Provider Information","https://data.cms.gov/provider-data/dataset/4pq5-n9py","Centers for Medicare & Medicaid Services","{""ownership_type"":""For profit - Individual"",""average_residents_per_day"":null,""continuing_care_retirement_community"":""N"",""special_focus_status"":"""",""abuse_icon"":""N"",""overall_rating"":4,""health_inspection_rating"":5,""qm_rating"":4,""longstay_qm_rating"":null,""shortstay_qm_rating"":4,""staffing_rating"":1,""chain_name"":""THE CARPENTER HEALTH NETWORK"",""chain_id"":""890"",""total_number_of_penalties"":0,""geocoding_footnote"":""""}"
"cms-nursing-home-provider-info:195590","St Clare Manor Nursing and Rehabilitation","195590","skilled_nursing","Medicare and Medicaid","E. BATON ROUGE","7435 BISHOP OTT DRIVE","BATON ROUGE","LA","70806","2252163604","","184","7435 BR SNF LLC","","ACTIVE","2004-02-01","","","2026-07-01","true","30.4577","-91.112","","cms-nursing-home-provider-info","CMS Nursing Home Provider Information","https://data.cms.gov/provider-data/dataset/4pq5-n9py","Centers for Medicare & Medicaid Services","{""ownership_type"":""For profit - Limited Liability company"",""average_residents_per_day"":134.7,""continuing_care_retirement_community"":""N"",""special_focus_status"":"""",""abuse_icon"":""N"",""overall_rating"":4,""health_inspection_rating"":4,""qm_rating"":2,""longstay_qm_rating"":2,""shortstay_qm_rating"":1,""staffing_rating"":2,""chain_name"":"""",""chain_id"":"""",""total_number_of_penalties"":0,""geocoding_footnote"":""""}"
"cms-nursing-home-provider-info:195410","ST JAMES PLACE NURSING CARE CENTER","195410","skilled_nursing","Medicare","E. BATON ROUGE","333 LEE DRIVE","BATON ROUGE","LA","70808","2254903252","","90","ST. JAMES PLACE OF BATON ROUGE","","ACTIVE","1997-04-28","","","2026-07-01","true","30.3966","-91.157","","cms-nursing-home-provider-info","CMS Nursing Home Provider Information","https://data.cms.gov/provider-data/dataset/4pq5-n9py","Centers for Medicare & Medicaid Services","{""ownership_type"":""Non profit - Corporation"",""average_residents_per_day"":57.6,""continuing_care_retirement_community"":""Y"",""special_focus_status"":"""",""abuse_icon"":""N"",""overall_rating"":2,""health_inspection_rating"":2,""qm_rating"":2,""longstay_qm_rating"":3,""shortstay_qm_rating"":1,""staffing_rating"":4,""chain_name"":"""",""chain_id"":"""",""total_number_of_penalties"":2,""geocoding_footnote"":""""}"
"cms-nursing-home-provider-info:195473","STERLING PLACE HEALTHCARE & REHABILITATION CENTER","195473","skilled_nursing","Medicare and Medicaid","E. BATON ROUGE","3888 NORTH BLVD","BATON ROUGE","LA","70806","2253443551","","144","PLANTATION MANAGEMENT COMPANY, LLC","","ACTIVE","1998-02-01","","","2026-07-01","true","30.4484","-91.15","","cms-nursing-home-provider-info","CMS Nursing Home Provider Information","https://data.cms.gov/provider-data/dataset/4pq5-n9py","Centers for Medicare & Medicaid Services","{""ownership_type"":""For profit - Corporation"",""average_residents_per_day"":126.3,""continuing_care_retirement_community"":""N"",""special_focus_status"":"""",""abuse_icon"":""N"",""overall_rating"":2,""health_inspection_rating"":2,""qm_rating"":3,""longstay_qm_rating"":5,""shortstay_qm_rating"":2,""staffing_rating"":2,""chain_name"":""PLANTATION MANAGEMENT COMPANY"",""chain_id"":""406"",""total_number_of_penalties"":0,""geocoding_footnote"":""""}"
"cms-nursing-home-provider-info:195537","The Guest House Care Center","195537","skilled_nursing","Medicare and Medicaid","E. BATON ROUGE","10145 FLORIDA BLVD","BATON ROUGE","LA","70815","2252750111","","104","STT CORPORATION","","ACTIVE","2002-02-13","","","2026-07-01","true","30.4571","-91.071","","cms-nursing-home-provider-info","CMS Nursing Home Provider Information","https://data.cms.gov/provider-data/dataset/4pq5-n9py","Centers for Medicare & Medicaid Services","{""ownership_type"":""For profit - Corporation"",""average_residents_per_day"":93.6,""continuing_care_retirement_community"":""N"",""special_focus_status"":"""",""abuse_icon"":""N"",""overall_rating"":1,""health_inspection_rating"":2,""qm_rating"":3,""longstay_qm_rating"":3,""shortstay_qm_rating"":null,""staffing_rating"":1,""chain_name"":""PLANTATION MANAGEMENT COMPANY"",""chain_id"":""406"",""total_number_of_penalties"":3,""geocoding_footnote"":""""}"
"cms-nursing-home-provider-info:195472","The Woodleigh of Baton Rouge","195472","skilled_nursing","Medicare and Medicaid","E. BATON ROUGE","14333 Old Hammond Hwy.","BATON ROUGE","LA","70816","2252721401","","120","PB HEALTHCARE OPERATIONS LLC","","ACTIVE","1998-02-01","","","2026-07-01","true","30.4505","-91.027","","cms-nursing-home-provider-info","CMS Nursing Home Provider Information","https://data.cms.gov/provider-data/dataset/4pq5-n9py","Centers for Medicare & Medicaid Services","{""ownership_type"":""For profit - Limited Liability company"",""average_residents_per_day"":100.5,""continuing_care_retirement_community"":""N"",""special_focus_status"":"""",""abuse_icon"":""N"",""overall_rating"":3,""health_inspection_rating"":3,""qm_rating"":3,""longstay_qm_rating"":1,""shortstay_qm_rating"":4,""staffing_rating"":3,""chain_name"":"""",""chain_id"":"""",""total_number_of_penalties"":1,""geocoding_footnote"":""""}"
"cms-nursing-home-provider-info:195488","White Oak Post Acute Care","195488","skilled_nursing","Medicare and Medicaid","E. BATON ROUGE","2828 Westfork","BATON ROUGE","LA","70816","2252917049","","176","LA WESTFORK, LLC","","ACTIVE","2000-02-15","","","2026-07-01","true","30.4259","-91.055","","cms-nursing-home-provider-info","CMS Nursing Home Provider Information","https://data.cms.gov/provider-data/dataset/4pq5-n9py","Centers for Medicare & Medicaid Services","{""ownership_type"":""For profit - Limited Liability company"",""average_residents_per_day"":103.3,""continuing_care_retirement_community"":""N"",""special_focus_status"":""SFF"",""abuse_icon"":""N"",""overall_rating"":null,""health_inspection_rating"":null,""qm_rating"":null,""longstay_qm_rating"":null,""shortstay_qm_rating"":null,""staffing_rating"":null,""chain_name"":""ARK POST ACUTE NETWORK"",""chain_id"":""827"",""total_number_of_penalties"":8,""geocoding_footnote"":""""}"
"cms-nursing-home-provider-info:195481","RIVERBEND NURSING AND REHABILITATION CENTER, INC","195481","skilled_nursing","Medicare and Medicaid","PLAQUEMINES","13735 HIGHWAY 23","BELLE CHASSE","LA","70037","5046560068","","120","RIVERBEND NURSING AND REHABILITATION CENTER INC","","ACTIVE","1999-11-18","","","2026-07-01","true","29.7322","-90.006","","cms-nursing-home-provider-info","CMS Nursing Home Provider Information","https://data.cms.gov/provider-data/dataset/4pq5-n9py","Centers for Medicare & Medicaid Services","{""ownership_type"":""For profit - Corporation"",""average_residents_per_day"":102.7,""continuing_care_retirement_community"":""N"",""special_focus_status"":"""",""abuse_icon"":""N"",""overall_rating"":3,""health_inspection_rating"":4,""qm_rating"":1,""longstay_qm_rating"":1,""shortstay_qm_rating"":null,""staffing_rating"":3,""chain_name"":""INSPIRED HEALTHCARE MANAGEMENT"",""chain_id"":""286"",""total_number_of_penalties"":0,""geocoding_footnote"":""""}"
"cms-nursing-home-provider-info:195396","Bernice Nursing and Rehabilitation Center, LLC","195396","skilled_nursing","Medicare and Medicaid","UNION","101 REEVES STREET","BERNICE","LA","71222","3182857600","","126","BERNICE NURSING AND REHABILITATION CENTER, LLC","","ACTIVE","1997-01-01","","","2026-07-01","true","32.8053","-92.659","","cms-nursing-home-provider-info","CMS Nursing Home Provider Information","https://data.cms.gov/provider-data/dataset/4pq5-n9py","Centers for Medicare & Medicaid Services","{""ownership_type"":""For profit - Limited Liability company"",""average_residents_per_day"":79,""continuing_care_retirement_community"":""N"",""special_focus_status"":"""",""abuse_icon"":""N"",""overall_rating"":1,""health_inspection_rating"":1,""qm_rating"":4,""longstay_qm_rating"":4,""shortstay_qm_rating"":null,""staffing_rating"":4,""chain_name"":""NORBERT BENNETT & DONALD DENZ"",""chain_id"":""771"",""total_number_of_penalties"":3,""geocoding_footnote"":""""}"
"cms-nursing-home-provider-info:195624","RESTHAVEN LIVING CENTER","195624","skilled_nursing","Medicare and Medicaid","WASHINGTON","1301 HARRISON STREET","BOGALUSA","LA","70427","9857323909","","145","PMG OPCO-BOGALUSA LLC","","ACTIVE","2007-08-07","","","2026-07-01","true","30.7996","-89.867","","cms-nursing-home-provider-info","CMS Nursing Home Provider Information","https://data.cms.gov/provider-data/dataset/4pq5-n9py","Centers for Medicare & Medicaid Services","{""ownership_type"":""For profit - Partnership"",""average_residents_per_day"":79.5,""continuing_care_retirement_community"":""N"",""special_focus_status"":"""",""abuse_icon"":""N"",""overall_rating"":2,""health_inspection_rating"":3,""qm_rating"":3,""longstay_qm_rating"":3,""shortstay_qm_rating"":4,""staffing_rating"":1,""chain_name"":""PRIORITY MANAGEMENT"",""chain_id"":""425"",""total_number_of_penalties"":0,""geocoding_footnote"":""""}"
"cms-nursing-home-provider-info:195247","Adira Medical Resort","195247","skilled_nursing","Medicare","BOSSIER","4405 Airline Drive","BOSSIER CITY","LA","71111","3187475440","","77","4405 AIRLINE DRIVE OPCO LLC","","ACTIVE","1990-01-09","","","2026-07-01","true","32.5793","-93.714","","cms-nursing-home-provider-info","CMS Nursing Home Provider Information","https://data.cms.gov/provider-data/dataset/4pq5-n9py","Centers for Medicare & Medicaid Services","{""ownership_type"":""For profit - Limited Liability company"",""average_residents_per_day"":29.7,""continuing_care_retirement_community"":""N"",""special_focus_status"":"""",""abuse_icon"":""N"",""overall_rating"":1,""health_inspection_rating"":2,""qm_rating"":1,""longstay_qm_rating"":1,""shortstay_qm_rating"":1,""staffing_rating"":1,""chain_name"":"""",""chain_id"":"""",""total_number_of_penalties"":1,""geocoding_footnote"":""""}"
"cms-nursing-home-provider-info:195604","Colonial Oaks Skilled Nursing and Rehabilitation","195604","skilled_nursing","Medicare and Medicaid","BOSSIER","4921 Medical Drive","BOSSIER CITY","LA","71112","3187425420","","120","PMG OPCO-COLONIAL LLC","","ACTIVE","2004-09-24","","","2026-07-01","true","32.462","-93.668","","cms-nursing-home-provider-info","CMS Nursing Home Provider Information","https://data.cms.gov/provider-data/dataset/4pq5-n9py","Centers for Medicare & Medicaid Services","{""ownership_type"":""For profit - Limited Liability company"",""average_residents_per_day"":85.8,""continuing_care_retirement_community"":""N"",""special_focus_status"":""SFF Candidate"",""abuse_icon"":""Y"",""overall_rating"":1,""health_inspection_rating"":1,""qm_rating"":2,""longstay_qm_rating"":4,""shortstay_qm_rating"":1,""staffing_rating"":1,""chain_name"":""PRIORITY MANAGEMENT"",""chain_id"":""425"",""total_number_of_penalties"":1,""geocoding_footnote"":""""}"
"cms-nursing-home-provider-info:195643","Cornerstone Post Acute Care Of Bossier","195643","skilled_nursing","Medicare","BOSSIER","4900 MEDICAL DRIVE","BOSSIER CITY","LA","71112","3188415555","","7","CORNERSTONE POST ACUTE CARE OF BOSSIER LLC","","ACTIVE","2022-11-15","","","2026-07-01","true","32.4634","-93.666","","cms-nursing-home-provider-info","CMS Nursing Home Provider Information","https://data.cms.gov/provider-data/dataset/4pq5-n9py","Centers for Medicare & Medicaid Services","{""ownership_type"":""For profit - Partnership"",""average_residents_per_day"":5.7,""continuing_care_retirement_community"":""N"",""special_focus_status"":"""",""abuse_icon"":""N"",""overall_rating"":5,""health_inspection_rating"":5,""qm_rating"":2,""longstay_qm_rating"":null,""shortstay_qm_rating"":2,""staffing_rating"":4,""chain_name"":"""",""chain_id"":"""",""total_number_of_penalties"":0,""geocoding_footnote"":""""}"
"cms-nursing-home-provider-info:195452","CYPRESS POINT NURSING & REHABILITATION CENTER","195452","skilled_nursing","Medicare and Medicaid","BOSSIER","4910 AIRLINE DRIVE","BOSSIER CITY","LA","71111","3187472700","","142","CYPRESS POINT NURSING & REHABILITATION CENTER, LLC","","ACTIVE","1997-12-01","","","2026-07-01","true","32.5903","-93.714","","cms-nursing-home-provider-info","CMS Nursing Home Provider Information","https://data.cms.gov/provider-data/dataset/4pq5-n9py","Centers for Medicare & Medicaid Services","{""ownership_type"":""For profit - Limited Liability company"",""average_residents_per_day"":136.7,""continuing_care_retirement_community"":""N"",""special_focus_status"":"""",""abuse_icon"":""N"",""overall_rating"":4,""health_inspection_rating"":4,""qm_rating"":3,""longstay_qm_rating"":3,""shortstay_qm_rating"":3,""staffing_rating"":3,""chain_name"":""CENTRAL MANAGEMENT COMPANY"",""chain_id"":""130"",""total_number_of_penalties"":0,""geocoding_footnote"":""""}"
"cms-nursing-home-provider-info:195323","Heritage Manor Health & Rehab","195323","skilled_nursing","Medicare and Medicaid","BOSSIER","2575 Airline Drive","BOSSIER CITY","LA","71111","3187467466","","64","2575 AIRLINE DRIVE OPCO LLC","","ACTIVE","1995-03-01","","","2026-07-01","true","32.5475","-93.709","","cms-nursing-home-provider-info","CMS Nursing Home Provider Information","https://data.cms.gov/provider-data/dataset/4pq5-n9py","Centers for Medicare & Medicaid Services","{""ownership_type"":""For profit - Limited Liability company"",""average_residents_per_day"":53.9,""continuing_care_retirement_community"":""N"",""special_focus_status"":""SFF Candidate"",""abuse_icon"":""N"",""overall_rating"":1,""health_inspection_rating"":1,""qm_rating"":2,""longstay_qm_rating"":3,""shortstay_qm_rating"":2,""staffing_rating"":1,""chain_name"":"""",""chain_id"":"""",""total_number_of_penalties"":1,""geocoding_footnote"":""""}"
"cms-nursing-home-provider-info:195623","NORTHWEST LOUISIANA VETERANS HOME","195623","skilled_nursing","Medicare","BOSSIER","3130 ARTHUR RAY TEAGUE PARKWAY","BOSSIER CITY","LA","71112","3187412763","","8","NW LA WAR VETERANS HOME","","ACTIVE","2007-05-08","","","2026-07-01","true","32.4905","-93.692","","cms-nursing-home-provider-info","CMS Nursing Home Provider Information","https://data.cms.gov/provider-data/dataset/4pq5-n9py","Centers for Medicare & Medicaid Services","{""ownership_type"":""Government - State"",""average_residents_per_day"":3,""continuing_care_retirement_community"":""N"",""special_focus_status"":"""",""abuse_icon"":""N"",""overall_rating"":4,""health_inspection_rating"":5,""qm_rating"":1,""longstay_qm_rating"":null,""shortstay_qm_rating"":1,""staffing_rating"":null,""chain_name"":""STATE OF LOUISIANA DEPARTMENT OF VETERANS AFFAIRS"",""chain_id"":""488"",""total_number_of_penalties"":0,""geocoding_footnote"":""""}"
"cms-nursing-home-provider-info:195363","OLD BROWNLEE COMMUNITY CARE CENTER","195363","skilled_nursing","Medicare and Medicaid","BOSSIER","4680 OLD BROWNLEE RD","BOSSIER CITY","LA","71111","3185535950","","89","COMMCARE CORPORATION","","ACTIVE","1996-07-01","","","2026-07-01","true","32.5977","-93.723","","cms-nursing-home-provider-info","CMS Nursing Home Provider Information","https://data.cms.gov/provider-data/dataset/4pq5-n9py","Centers for Medicare & Medicaid Services","{""ownership_type"":""Non profit - Corporation"",""average_residents_per_day"":82.8,""continuing_care_retirement_community"":""N"",""special_focus_status"":"""",""abuse_icon"":""N"",""overall_rating"":5,""health_inspection_rating"":4,""qm_rating"":5,""longstay_qm_rating"":5,""shortstay_qm_rating"":4,""staffing_rating"":4,""chain_name"":""COMMCARE CORPORATION"",""chain_id"":""150"",""total_number_of_penalties"":0,""geocoding_footnote"":""""}"
"cms-nursing-home-provider-info:195594","Pilgrim Manor Skilled Nursing and Rehabilitation","195594","skilled_nursing","Medicare and Medicaid","BOSSIER","1524 Doctors Drive","BOSSIER CITY","LA","71111","3187421623","","155","PMG OPCO-PILGRIM LLC","","ACTIVE","2004-06-01","","","2026-07-01","true","32.5345","-93.71","","cms-nursing-home-provider-info","CMS Nursing Home Provider Information","https://data.cms.gov/provider-data/dataset/4pq5-n9py","Centers for Medicare & Medicaid Services","{""ownership_type"":""For profit - Limited Liability company"",""average_residents_per_day"":121.4,""continuing_care_retirement_community"":""N"",""special_focus_status"":"""",""abuse_icon"":""Y"",""overall_rating"":1,""health_inspection_rating"":1,""qm_rating"":3,""longstay_qm_rating"":3,""shortstay_qm_rating"":2,""staffing_rating"":1,""chain_name"":""PRIORITY MANAGEMENT"",""chain_id"":""425"",""total_number_of_penalties"":4,""geocoding_footnote"":""""}"
"cms-nursing-home-provider-info:195497","Riverview Care Center","195497","skilled_nursing","Medicare and Medicaid","BOSSIER","4820 Medical Drive","BOSSIER CITY","LA","71112","3187471857","","135","BOSSIER RIVERVIEW, LLC","","ACTIVE","2000-09-15","","","2026-07-01","true","32.4628","-93.667","","cms-nursing-home-provider-info","CMS Nursing Home Provider Information","https://data.cms.gov/provider-data/dataset/4pq5-n9py","Centers for Medicare & Medicaid Services","{""ownership_type"":""For profit - Limited Liability company"",""average_residents_per_day"":100.9,""continuing_care_retirement_community"":""N"",""special_focus_status"":"""",""abuse_icon"":""N"",""overall_rating"":1,""health_inspection_rating"":2,""qm_rating"":1,""longstay_qm_rating"":2,""shortstay_qm_rating"":1,""staffing_rating"":3,""chain_name"":""THE BEEBE FAMILY"",""chain_id"":""779"",""total_number_of_penalties"":2,""geocoding_footnote"":""""}"
"cms-nursing-home-provider-info:195313","St. Agnes Healthcare and Rehab Center","195313","skilled_nursing","Medicare and Medicaid","ST. MARTIN","606 Latiolais Road","BREAUX BRIDGE","LA","70517","3373324808","","128","ST. AGNES HEALTHCARE & REHAB CENTER,INC.","","ACTIVE","1995-01-01","","","2026-07-01","true","30.2945","-91.906","","cms-nursing-home-provider-info","CMS Nursing Home Provider Information","https://data.cms.gov/provider-data/dataset/4pq5-n9py","Centers for Medicare & Medicaid Services","{""ownership_type"":""For profit - Corporation"",""average_residents_per_day"":95.8,""continuing_care_retirement_community"":""N"",""special_focus_status"":"""",""abuse_icon"":""N"",""overall_rating"":3,""health_inspection_rating"":3,""qm_rating"":4,""longstay_qm_rating"":3,""shortstay_qm_rating"":5,""staffing_rating"":2,""chain_name"":"""",""chain_id"":"""",""total_number_of_penalties"":0,""geocoding_footnote"":""""}"
"cms-nursing-home-provider-info:195592","CAMELOT OF BROUSSARD","195592","skilled_nursing","Medicare and Medicaid","LAFAYETTE","418 ALBERTSON PARKWAY","BROUSSARD","LA","70518","3378399005","","148","PMG OPCO-BROUSSARD LLC","","ACTIVE","2004-04-01","","","2026-07-01","true","30.1386","-91.982","","cms-nursing-home-provider-info","CMS Nursing Home Provider Information","https://data.cms.gov/provider-data/dataset/4pq5-n9py","Centers for Medicare & Medicaid Services","{""ownership_type"":""For profit - Corporation"",""average_residents_per_day"":131.8,""continuing_care_retirement_community"":""N"",""special_focus_status"":"""",""abuse_icon"":""N"",""overall_rating"":3,""health_inspection_rating"":3,""qm_rating"":3,""longstay_qm_rating"":4,""shortstay_qm_rating"":3,""staffing_rating"":2,""chain_name"":""PRIORITY MANAGEMENT"",""chain_id"":""425"",""total_number_of_penalties"":1,""geocoding_footnote"":""""}"
"cms-nursing-home-provider-info:195603","Bayou Vista Nursing and Rehab Center","195603","skilled_nursing","Medicare and Medicaid","AVOYELLES","323 EVERGREEN HWY","BUNKIE","LA","71322","3183462080","","92","BAYOU VISTA NURSING AND REHAB CENTER","","ACTIVE","2005-01-01","","","2026-07-01","true","30.9535","-92.178","","cms-nursing-home-provider-info","CMS Nursing Home Provider Information","https://data.cms.gov/provider-data/dataset/4pq5-n9py","Centers for Medicare & Medicaid Services","{""ownership_type"":""For profit - Limited Liability company"",""average_residents_per_day"":55.9,""continuing_care_retirement_community"":""N"",""special_focus_status"":"""",""abuse_icon"":""N"",""overall_rating"":3,""health_inspection_rating"":4,""qm_rating"":2,""longstay_qm_rating"":1,""shortstay_qm_rating"":3,""staffing_rating"":1,""chain_name"":"""",""chain_id"":"""",""total_number_of_penalties"":2,""geocoding_footnote"":""""}"
"cms-nursing-home-provider-info:195578","Evangeline Oaks Guest House","195578","skilled_nursing","Medicare and Medicaid","LAFAYETTE","240 Arceneaux Road","CARENCRO","LA","70520","3378969227","","190","CARENCRO NUSING HOME INC","","ACTIVE","2003-04-11","","","2026-07-01","true","30.3095","-92.039","","cms-nursing-home-provider-info","CMS Nursing Home Provider Information","https://data.cms.gov/provider-data/dataset/4pq5-n9py","Centers for Medicare & Medicaid Services","{""ownership_type"":""For profit - Corporation"",""average_residents_per_day"":74.8,""continuing_care_retirement_community"":""N"",""special_focus_status"":"""",""abuse_icon"":""N"",""overall_rating"":1,""health_inspection_rating"":1,""qm_rating"":1,""longstay_qm_rating"":2,""shortstay_qm_rating"":1,""staffing_rating"":1,""chain_name"":"""",""chain_id"":"""",""total_number_of_penalties"":0,""geocoding_footnote"":""""}"
"cms-nursing-home-provider-info:195575","Oak Haven Rehabilitation and Healthcare Center","195575","skilled_nursing","Medicare and Medicaid","AVOYELLES","1515 Highway 107","CENTER POINT","LA","71323","3182534601","","104","OAK HAVEN SNF OPERATIONS LLC","","ACTIVE","2003-05-01","","","2026-07-01","true","31.2518","-92.193","","cms-nursing-home-provider-info","CMS Nursing Home Provider Information","https://data.cms.gov/provider-data/dataset/4pq5-n9py","Centers for Medicare & Medicaid Services","{""ownership_type"":""For profit - Corporation"",""average_residents_per_day"":93.1,""continuing_care_retirement_community"":""N"",""special_focus_status"":"""",""abuse_icon"":""N"",""overall_rating"":2,""health_inspection_rating"":1,""qm_rating"":5,""longstay_qm_rating"":4,""shortstay_qm_rating"":5,""staffing_rating"":3,""chain_name"":""VENZA CARE MANAGEMENT"",""chain_id"":""614"",""total_number_of_penalties"":3,""geocoding_footnote"":""""}"
"cms-nursing-home-provider-info:195564","Acadia St. Landry Nursing & Rehabilitation Center","195564","skilled_nursing","Medicare and Medicaid","ACADIA","830 S. Broadway St.","CHURCH POINT","LA","70525","3376846316","","134","7 PELICANS, LLC","","ACTIVE","2002-11-27","","","2026-07-01","true","30.3943","-92.211","","cms-nursing-home-provider-info","CMS Nursing Home Provider Information","https://data.cms.gov/provider-data/dataset/4pq5-n9py","Centers for Medicare & Medicaid Services","{""ownership_type"":""For profit - Limited Liability company"",""average_residents_per_day"":126.9,""continuing_care_retirement_community"":""N"",""special_focus_status"":"""",""abuse_icon"":""N"",""overall_rating"":1,""health_inspection_rating"":1,""qm_rating"":1,""longstay_qm_rating"":1,""shortstay_qm_rating"":1,""staffing_rating"":1,""chain_name"":"""",""chain_id"":"""",""total_number_of_penalties"":2,""geocoding_footnote"":""""}"
"cms-nursing-home-provider-info:195430","Colfax Nursing and Rehab, LLC","195430","skilled_nursing","Medicare and Medicaid","GRANT","366 WEBB SMITH DRIVE","COLFAX","LA","71417","3186273207","","140","COLFAX NURSING AND REHAB LLC","","ACTIVE","1997-10-01","","","2026-07-01","true","31.5236","-92.686","","cms-nursing-home-provider-info","CMS Nursing Home Provider Information","https://data.cms.gov/provider-data/dataset/4pq5-n9py","Centers for Medicare & Medicaid Services","{""ownership_type"":""For profit - Limited Liability company"",""average_residents_per_day"":81.5,""continuing_care_retirement_community"":""N"",""special_focus_status"":"""",""abuse_icon"":""N"",""overall_rating"":1,""health_inspection_rating"":2,""qm_rating"":1,""longstay_qm_rating"":1,""shortstay_qm_rating"":1,""staffing_rating"":2,""chain_name"":"""",""chain_id"":"""",""total_number_of_penalties"":0,""geocoding_footnote"":""""}"
"cms-nursing-home-provider-info:195265","HAVEN NURSING CENTER","195265","skilled_nursing","Medicare and Medicaid","CALDWELL","7726 US HWY. 165","COLUMBIA","LA","71418","3186499800","","99","HAVEN NURSING CENTER, INC","","ACTIVE","1991-03-22","","","2026-07-01","true","32.0836","-92.092","","cms-nursing-home-provider-info","CMS Nursing Home Provider Information","https://data.cms.gov/provider-data/dataset/4pq5-n9py","Centers for Medicare & Medicaid Services","{""ownership_type"":""For profit - Corporation"",""average_residents_per_day"":79.6,""continuing_care_retirement_community"":""N"",""special_focus_status"":"""",""abuse_icon"":""N"",""overall_rating"":3,""health_inspection_rating"":4,""qm_rating"":1,""longstay_qm_rating"":1,""shortstay_qm_rating"":1,""staffing_rating"":2,""chain_name"":"""",""chain_id"":"""",""total_number_of_penalties"":0,""geocoding_footnote"":""""}"
